Year,Period,Week Ending,State,State ANSI,Watershed,Data Item,Value,CV (%)
2015,JUL THRU SEP,NA,MARYLAND,24,NA,"INVENTORY, MAX",7500,NA
2015,JUL THRU SEP,NA,MASSACHUSETTS,25,NA,"INVENTORY, MAX",7500,NA
2015,JUL THRU SEP,NA,MICHIGAN,26,NA,"INVENTORY, MAX",89000,NA
2015,JUL THRU SEP,NA,MINNESOTA,27,NA,"INVENTORY, MAX",136000,NA
2015,JUL THRU SEP,NA,MISSISSIPPI,28,NA,"INVENTORY, MAX",34000,NA
2015,JUL THRU SEP,NA,MISSOURI,29,NA,"INVENTORY, MAX",14000,NA
2015,JUL THRU SEP,NA,MONTANA,30,NA,"INVENTORY, MAX",156000,NA
2015,JUL THRU SEP,NA,NEBRASKA,31,NA,"INVENTORY, MAX",77000,NA
2015,JUL THRU SEP,NA,NEW JERSEY,34,NA,"INVENTORY, MAX",18500,NA
2015,JUL THRU SEP,NA,NEW MEXICO,35,NA,"INVENTORY, MAX",6500,NA
2015,JUL THRU SEP,NA,NEW YORK,36,NA,"INVENTORY, MAX",47000,NA
2015,JUL THRU SEP,NA,NORTH CAROLINA,37,NA,"INVENTORY, MAX",24000,NA
2015,JUL THRU SEP,NA,NORTH DAKOTA,38,NA,"INVENTORY, MAX",5.00E+05,NA
2015,JUL THRU SEP,NA,OHIO,39,NA,"INVENTORY, MAX",23000,NA
2015,JUL THRU SEP,NA,OKLAHOMA,40,NA,"INVENTORY, MAX",22000,NA
2015,JUL THRU SEP,NA,OREGON,41,NA,"INVENTORY, MAX",1.00E+05,NA
2015,JUL THRU SEP,NA,PENNSYLVANIA,42,NA,"INVENTORY, MAX",25000,NA
2015,JUL THRU SEP,NA,SOUTH CAROLINA,45,NA,"INVENTORY, MAX",12000,NA
2015,JUL THRU SEP,NA,SOUTH DAKOTA,46,NA,"INVENTORY, MAX",295000,NA
2015,JUL THRU SEP,NA,TENNESSEE,47,NA,"INVENTORY, MAX",10000,NA
2015,JUL THRU SEP,NA,TEXAS,48,NA,"INVENTORY, MAX",136000,NA
2015,JUL THRU SEP,NA,UTAH,49,NA,"INVENTORY, MAX",36000,NA
2015,JUL THRU SEP,NA,VERMONT,50,NA,"INVENTORY, MAX",6500,NA
2015,JUL THRU SEP,NA,VIRGINIA,51,NA,"INVENTORY, MAX",8000,NA
2015,JUL THRU SEP,NA,WASHINGTON,53,NA,"INVENTORY, MAX",97000,NA
2015,JUL THRU SEP,NA,WEST VIRGINIA,54,NA,"INVENTORY, MAX",7000,NA
2015,JUL THRU SEP,NA,WISCONSIN,55,NA,"INVENTORY, MAX",62000,NA
2015,JUL THRU SEP,NA,WYOMING,56,NA,"INVENTORY, MAX",35000,NA
2015,OCT THRU DEC,NA,ALABAMA,1,NA,"INVENTORY, MAX",8000,NA
2015,OCT THRU DEC,NA,ARIZONA,4,NA,"INVENTORY, MAX",39000,NA
2015,OCT THRU DEC,NA,ARKANSAS,5,NA,"INVENTORY, MAX",27000,NA
2015,OCT THRU DEC,NA,CALIFORNIA,6,NA,"INVENTORY, MAX",1260000,NA
2015,OCT THRU DEC,NA,COLORADO,8,NA,"INVENTORY, MAX",24000,NA
2015,OCT THRU DEC,NA,CONNECTICUT,9,NA,"INVENTORY, MAX",3200,NA
2015,OCT THRU DEC,NA,FLORIDA,12,NA,"INVENTORY, MAX",260000,NA
2015,OCT THRU DEC,NA,GEORGIA,13,NA,"INVENTORY, MAX",121000,NA
2015,OCT THRU DEC,NA,HAWAII,15,NA,"INVENTORY, MAX",13000,NA
2015,OCT THRU DEC,NA,IDAHO,16,NA,"INVENTORY, MAX",145000,NA
2015,OCT THRU DEC,NA,ILLINOIS,17,NA,"INVENTORY, MAX",14000,NA
2015,OCT THRU DEC,NA,INDIANA,18,NA,"INVENTORY, MAX",11500,NA
2015,OCT THRU DEC,NA,IOWA,19,NA,"INVENTORY, MAX",35000,NA
2015,OCT THRU DEC,NA,KANSAS,20,NA,"INVENTORY, MAX",8500,NA
2015,OCT THRU DEC,NA,KENTUCKY,21,NA,"INVENTORY, MAX",8500,NA
2015,OCT THRU DEC,NA,LOUISIANA,22,NA,"INVENTORY, MAX",71000,NA
2015,OCT THRU DEC,NA,MAINE,23,NA,"INVENTORY, MAX",4700,NA
2015,OCT THRU DEC,NA,MARYLAND,24,NA,"INVENTORY, MAX",9500,NA
2015,OCT THRU DEC,NA,MASSACHUSETTS,25,NA,"INVENTORY, MAX",4500,NA
2015,OCT THRU DEC,NA,MICHIGAN,26,NA,"INVENTORY, MAX",73000,NA
2015,OCT THRU DEC,NA,MINNESOTA,27,NA,"INVENTORY, MAX",105000,NA
2015,OCT THRU DEC,NA,MISSISSIPPI,28,NA,"INVENTORY, MAX",34000,NA
2015,OCT THRU DEC,NA,MISSOURI,29,NA,"INVENTORY, MAX",13500,NA
2015,OCT THRU DEC,NA,MONTANA,30,NA,"INVENTORY, MAX",123000,NA
2015,OCT THRU DEC,NA,NEBRASKA,31,NA,"INVENTORY, MAX",73000,NA
2015,OCT THRU DEC,NA,NEW JERSEY,34,NA,"INVENTORY, MAX",8500,NA
2015,OCT THRU DEC,NA,NEW MEXICO,35,NA,"INVENTORY, MAX",6000,NA
2015,OCT THRU DEC,NA,NEW YORK,36,NA,"INVENTORY, MAX",45000,NA
2015,OCT THRU DEC,NA,NORTH CAROLINA,37,NA,"INVENTORY, MAX",22000,NA
2015,OCT THRU DEC,NA,NORTH DAKOTA,38,NA,"INVENTORY, MAX",275000,NA
2015,OCT THRU DEC,NA,OHIO,39,NA,"INVENTORY, MAX",19000,NA
2015,OCT THRU DEC,NA,OKLAHOMA,40,NA,"INVENTORY, MAX",10000,NA
2015,OCT THRU DEC,NA,OREGON,41,NA,"INVENTORY, MAX",114000,NA
2015,OCT THRU DEC,NA,PENNSYLVANIA,42,NA,"INVENTORY, MAX",23000,NA
2015,OCT THRU DEC,NA,SOUTH CAROLINA,45,NA,"INVENTORY, MAX",17500,NA
2015,OCT THRU DEC,NA,SOUTH DAKOTA,46,NA,"INVENTORY, MAX",205000,NA
2015,OCT THRU DEC,NA,TENNESSEE,47,NA,"INVENTORY, MAX",10000,NA
2015,OCT THRU DEC,NA,TEXAS,48,NA,"INVENTORY, MAX",250000,NA
2015,OCT THRU DEC,NA,UTAH,49,NA,"INVENTORY, MAX",28000,NA
2015,OCT THRU DEC,NA,VERMONT,50,NA,"INVENTORY, MAX",6500,NA
2015,OCT THRU DEC,NA,VIRGINIA,51,NA,"INVENTORY, MAX",7500,NA
2015,OCT THRU DEC,NA,WASHINGTON,53,NA,"INVENTORY, MAX",89000,NA
2015,OCT THRU DEC,NA,WEST VIRGINIA,54,NA,"INVENTORY, MAX",7000,NA
2015,OCT THRU DEC,NA,WISCONSIN,55,NA,"INVENTORY, MAX",48000,NA
2015,OCT THRU DEC,NA,WYOMING,56,NA,"INVENTORY, MAX",25000,NA
2017,JAN THRU MAR,NA,ALABAMA,1,NA,"LOSS, COLONY COLLAPSE DISORDER",250,NA
2017,JAN THRU MAR,NA,ARIZONA,4,NA,"LOSS, COLONY COLLAPSE DISORDER",2600,NA
2017,JAN THRU MAR,NA,ARKANSAS,5,NA,"LOSS, COLONY COLLAPSE DISORDER",180,NA
2017,JAN THRU MAR,NA,CALIFORNIA,6,NA,"LOSS, COLONY COLLAPSE DISORDER",19000,NA
2017,JAN THRU MAR,NA,COLORADO,8,NA,"LOSS, COLONY COLLAPSE DISORDER",840,NA
2017,JAN THRU MAR,NA,CONNECTICUT,9,NA,"LOSS, COLONY COLLAPSE DISORDER",110,NA
2017,JAN THRU MAR,NA,FLORIDA,12,NA,"LOSS, COLONY COLLAPSE DISORDER",6500,NA
2017,JAN THRU MAR,NA,GEORGIA,13,NA,"LOSS, COLONY COLLAPSE DISORDER",4100,NA
2017,JAN THRU MAR,NA,HAWAII,15,NA,"LOSS, COLONY COLLAPSE DISORDER",0,NA
2017,JAN THRU MAR,NA,IDAHO,16,NA,"LOSS, COLONY COLLAPSE DISORDER",2500,NA
2017,JAN THRU MAR,NA,ILLINOIS,17,NA,"LOSS, COLONY COLLAPSE DISORDER",660,NA
2017,JAN THRU MAR,NA,INDIANA,18,NA,"LOSS, COLONY COLLAPSE DISORDER",470,NA
2017,JAN THRU MAR,NA,IOWA,19,NA,"LOSS, COLONY COLLAPSE DISORDER",650,NA
2017,JAN THRU MAR,NA,KANSAS,20,NA,"LOSS, COLONY COLLAPSE DISORDER",430,NA
2017,JAN THRU MAR,NA,KENTUCKY,21,NA,"LOSS, COLONY COLLAPSE DISORDER",680,NA
2017,JAN THRU MAR,NA,LOUISIANA,22,NA,"LOSS, COLONY COLLAPSE DISORDER",340,NA
2017,JAN THRU MAR,NA,MAINE,23,NA,"LOSS, COLONY COLLAPSE DISORDER",0,NA
2017,JAN THRU MAR,NA,MARYLAND,24,NA,"LOSS, COLONY COLLAPSE DISORDER",60,NA
2017,JAN THRU MAR,NA,MASSACHUSETTS,25,NA,"LOSS, COLONY COLLAPSE DISORDER",40,NA
2017,JAN THRU MAR,NA,MICHIGAN,26,NA,"LOSS, COLONY COLLAPSE DISORDER",2800,NA
2017,JAN THRU MAR,NA,MINNESOTA,27,NA,"LOSS, COLONY COLLAPSE DISORDER",9000,NA
2017,JAN THRU MAR,NA,MISSISSIPPI,28,NA,"LOSS, COLONY COLLAPSE DISORDER",0,NA
2017,JAN THRU MAR,NA,MISSOURI,29,NA,"LOSS, COLONY COLLAPSE DISORDER",160,NA
2017,JAN THRU MAR,NA,MONTANA,30,NA,"LOSS, COLONY COLLAPSE DISORDER",1600,NA
2017,JAN THRU MAR,NA,NEBRASKA,31,NA,"LOSS, COLONY COLLAPSE DISORDER",1700,NA
2017,JAN THRU MAR,NA,NEW JERSEY,34,NA,"LOSS, COLONY COLLAPSE DISORDER",60,NA
2017,JAN THRU MAR,NA,NEW MEXICO,35,NA,"LOSS, COLONY COLLAPSE DISORDER",590,NA
2017,JAN THRU MAR,NA,NEW YORK,36,NA,"LOSS, COLONY COLLAPSE DISORDER",1500,NA
2017,JAN THRU MAR,NA,NORTH CAROLINA,37,NA,"LOSS, COLONY COLLAPSE DISORDER",780,NA
2017,JAN THRU MAR,NA,NORTH DAKOTA,38,NA,"LOSS, COLONY COLLAPSE DISORDER",4500,NA
2017,JAN THRU MAR,NA,OHIO,39,NA,"LOSS, COLONY COLLAPSE DISORDER",960,NA
2017,JAN THRU MAR,NA,OKLAHOMA,40,NA,"LOSS, COLONY COLLAPSE DISORDER",420,NA
2017,JAN THRU MAR,NA,OREGON,41,NA,"LOSS, COLONY COLLAPSE DISORDER",1000,NA
2017,JAN THRU MAR,NA,PENNSYLVANIA,42,NA,"LOSS, COLONY COLLAPSE DISORDER",100,NA
2017,JAN THRU MAR,NA,SOUTH CAROLINA,45,NA,"LOSS, COLONY COLLAPSE DISORDER",350,NA
2017,JAN THRU MAR,NA,SOUTH DAKOTA,46,NA,"LOSS, COLONY COLLAPSE DISORDER",5000,NA
2017,JAN THRU MAR,NA,TENNESSEE,47,NA,"LOSS, COLONY COLLAPSE DISORDER",380,NA
2017,JAN THRU MAR,NA,TEXAS,48,NA,"LOSS, COLONY COLLAPSE DISORDER",6500,NA
2017,JAN THRU MAR,NA,UTAH,49,NA,"LOSS, COLONY COLLAPSE DISORDER",600,NA
2017,JAN THRU MAR,NA,VERMONT,50,NA,"LOSS, COLONY COLLAPSE DISORDER",0,NA
2017,JAN THRU MAR,NA,VIRGINIA,51,NA,"LOSS, COLONY COLLAPSE DISORDER",120,NA
2017,JAN THRU MAR,NA,WASHINGTON,53,NA,"LOSS, COLONY COLLAPSE DISORDER",150,NA
2017,JAN THRU MAR,NA,WEST VIRGINIA,54,NA,"LOSS, COLONY COLLAPSE DISORDER",70,NA
2017,JAN THRU MAR,NA,WISCONSIN,55,NA,"LOSS, COLONY COLLAPSE DISORDER",2300,NA
2017,JAN THRU MAR,NA,WYOMING,56,NA,"LOSS, COLONY COLLAPSE DISORDER",780,NA
2017,APR THRU JUN,NA,ALABAMA,1,NA,"LOSS, COLONY COLLAPSE DISORDER",20,NA
2017,APR THRU JUN,NA,ARIZONA,4,NA,"LOSS, COLONY COLLAPSE DISORDER",560,NA
2017,APR THRU JUN,NA,ARKANSAS,5,NA,"LOSS, COLONY COLLAPSE DISORDER",140,NA
2017,APR THRU JUN,NA,CALIFORNIA,6,NA,"LOSS, COLONY COLLAPSE DISORDER",4600,NA
2017,APR THRU JUN,NA,COLORADO,8,NA,"LOSS, COLONY COLLAPSE DISORDER",220,NA
2017,APR THRU JUN,NA,FLORIDA,12,NA,"LOSS, COLONY COLLAPSE DISORDER",6500,NA
2017,APR THRU JUN,NA,GEORGIA,13,NA,"LOSS, COLONY COLLAPSE DISORDER",1700,NA
2017,APR THRU JUN,NA,HAWAII,15,NA,"LOSS, COLONY COLLAPSE DISORDER",0,NA
2017,APR THRU JUN,NA,IDAHO,16,NA,"LOSS, COLONY COLLAPSE DISORDER",1700,NA
2017,APR THRU JUN,NA,ILLINOIS,17,NA,"LOSS, COLONY COLLAPSE DISORDER",150,NA
2017,APR THRU JUN,NA,INDIANA,18,NA,"LOSS, COLONY COLLAPSE DISORDER",90,NA
2017,APR THRU JUN,NA,IOWA,19,NA,"LOSS, COLONY COLLAPSE DISORDER",520,NA
2017,APR THRU JUN,NA,KANSAS,20,NA,"LOSS, COLONY COLLAPSE DISORDER",80,NA
2017,APR THRU JUN,NA,KENTUCKY,21,NA,"LOSS, COLONY COLLAPSE DISORDER",140,NA
2017,APR THRU JUN,NA,LOUISIANA,22,NA,"LOSS, COLONY COLLAPSE DISORDER",50,NA
2017,APR THRU JUN,NA,MAINE,23,NA,"LOSS, COLONY COLLAPSE DISORDER",10,NA
2017,APR THRU JUN,NA,MARYLAND,24,NA,"LOSS, COLONY COLLAPSE DISORDER",20,NA
2017,APR THRU JUN,NA,MASSACHUSETTS,25,NA,"LOSS, COLONY COLLAPSE DISORDER",0,NA
2017,APR THRU JUN,NA,MICHIGAN,26,NA,"LOSS, COLONY COLLAPSE DISORDER",60,NA
2017,APR THRU JUN,NA,MINNESOTA,27,NA,"LOSS, COLONY COLLAPSE DISORDER",1200,NA
2017,APR THRU JUN,NA,MISSISSIPPI,28,NA,"LOSS, COLONY COLLAPSE DISORDER",20,NA
2017,APR THRU JUN,NA,MISSOURI,29,NA,"LOSS, COLONY COLLAPSE DISORDER",60,NA
2017,APR THRU JUN,NA,MONTANA,30,NA,"LOSS, COLONY COLLAPSE DISORDER",1400,NA
2017,APR THRU JUN,NA,NEBRASKA,31,NA,"LOSS, COLONY COLLAPSE DISORDER",180,NA
2017,APR THRU JUN,NA,NEW MEXICO,35,NA,"LOSS, COLONY COLLAPSE DISORDER",990,NA
2017,APR THRU JUN,NA,NEW YORK,36,NA,"LOSS, COLONY COLLAPSE DISORDER",480,NA
2017,APR THRU JUN,NA,NORTH CAROLINA,37,NA,"LOSS, COLONY COLLAPSE DISORDER",600,NA
2017,APR THRU JUN,NA,NORTH DAKOTA,38,NA,"LOSS, COLONY COLLAPSE DISORDER",1800,NA
2017,APR THRU JUN,NA,OHIO,39,NA,"LOSS, COLONY COLLAPSE DISORDER",470,NA
2017,APR THRU JUN,NA,OKLAHOMA,40,NA,"LOSS, COLONY COLLAPSE DISORDER",120,NA
2017,APR THRU JUN,NA,OREGON,41,NA,"LOSS, COLONY COLLAPSE DISORDER",1500,NA
2017,APR THRU JUN,NA,PENNSYLVANIA,42,NA,"LOSS, COLONY COLLAPSE DISORDER",40,NA
2017,APR THRU JUN,NA,SOUTH CAROLINA,45,NA,"LOSS, COLONY COLLAPSE DISORDER",140,NA
2017,APR THRU JUN,NA,SOUTH DAKOTA,46,NA,"LOSS, COLONY COLLAPSE DISORDER",390,NA
2017,APR THRU JUN,NA,TENNESSEE,47,NA,"LOSS, COLONY COLLAPSE DISORDER",250,NA
2017,APR THRU JUN,NA,TEXAS,48,NA,"LOSS, COLONY COLLAPSE DISORDER",170,NA
2017,APR THRU JUN,NA,UTAH,49,NA,"LOSS, COLONY COLLAPSE DISORDER",2500,NA
2017,APR THRU JUN,NA,VERMONT,50,NA,"LOSS, COLONY COLLAPSE DISORDER",20,NA
2017,APR THRU JUN,NA,VIRGINIA,51,NA,"LOSS, COLONY COLLAPSE DISORDER",50,NA
2017,APR THRU JUN,NA,WASHINGTON,53,NA,"LOSS, COLONY COLLAPSE DISORDER",1300,NA
2017,APR THRU JUN,NA,WEST VIRGINIA,54,NA,"LOSS, COLONY COLLAPSE DISORDER",20,NA
2017,APR THRU JUN,NA,WISCONSIN,55,NA,"LOSS, COLONY COLLAPSE DISORDER",2400,NA
2017,APR THRU JUN,NA,WYOMING,56,NA,"LOSS, COLONY COLLAPSE DISORDER",480,NA
2016,JAN THRU MAR,NA,ALABAMA,1,NA,"LOSS, COLONY COLLAPSE DISORDER",480,NA
2016,JAN THRU MAR,NA,ARIZONA,4,NA,"LOSS, COLONY COLLAPSE DISORDER",1100,NA
2016,JAN THRU MAR,NA,ARKANSAS,5,NA,"LOSS, COLONY COLLAPSE DISORDER",4600,NA
2016,JAN THRU MAR,NA,CALIFORNIA,6,NA,"LOSS, COLONY COLLAPSE DISORDER",22000,NA
2016,JAN THRU MAR,NA,COLORADO,8,NA,"LOSS, COLONY COLLAPSE DISORDER",320,NA
2016,JAN THRU MAR,NA,CONNECTICUT,9,NA,"LOSS, COLONY COLLAPSE DISORDER",30,NA
2016,JAN THRU MAR,NA,FLORIDA,12,NA,"LOSS, COLONY COLLAPSE DISORDER",4300,NA
2016,JAN THRU MAR,NA,GEORGIA,13,NA,"LOSS, COLONY COLLAPSE DISORDER",1600,NA
2016,JAN THRU MAR,NA,HAWAII,15,NA,"LOSS, COLONY COLLAPSE DISORDER",20,NA
2016,JAN THRU MAR,NA,IDAHO,16,NA,"LOSS, COLONY COLLAPSE DISORDER",1100,NA
2016,JAN THRU MAR,NA,ILLINOIS,17,NA,"LOSS, COLONY COLLAPSE DISORDER",640,NA
2016,JAN THRU MAR,NA,INDIANA,18,NA,"LOSS, COLONY COLLAPSE DISORDER",100,NA
2016,JAN THRU MAR,NA,IOWA,19,NA,"LOSS, COLONY COLLAPSE DISORDER",720,NA
2016,JAN THRU MAR,NA,KANSAS,20,NA,"LOSS, COLONY COLLAPSE DISORDER",80,NA
2016,JAN THRU MAR,NA,KENTUCKY,21,NA,"LOSS, COLONY COLLAPSE DISORDER",160,NA
2016,JAN THRU MAR,NA,LOUISIANA,22,NA,"LOSS, COLONY COLLAPSE DISORDER",350,NA
2016,JAN THRU MAR,NA,MAINE,23,NA,"LOSS, COLONY COLLAPSE DISORDER",50,NA
2016,JAN THRU MAR,NA,MARYLAND,24,NA,"LOSS, COLONY COLLAPSE DISORDER",20,NA
2016,JAN THRU MAR,NA,MASSACHUSETTS,25,NA,"LOSS, COLONY COLLAPSE DISORDER",10,NA
2016,JAN THRU MAR,NA,MICHIGAN,26,NA,"LOSS, COLONY COLLAPSE DISORDER",3600,NA
2016,JAN THRU MAR,NA,MINNESOTA,27,NA,"LOSS, COLONY COLLAPSE DISORDER",11000,NA
2016,JAN THRU MAR,NA,MISSISSIPPI,28,NA,"LOSS, COLONY COLLAPSE DISORDER",260,NA
2016,JAN THRU MAR,NA,MISSOURI,29,NA,"LOSS, COLONY COLLAPSE DISORDER",210,NA
2016,JAN THRU MAR,NA,MONTANA,30,NA,"LOSS, COLONY COLLAPSE DISORDER",3300,NA
2016,JAN THRU MAR,NA,NEBRASKA,31,NA,"LOSS, COLONY COLLAPSE DISORDER",420,NA
2016,JAN THRU MAR,NA,NEW JERSEY,34,NA,"LOSS, COLONY COLLAPSE DISORDER",240,NA
2016,JAN THRU MAR,NA,NEW MEXICO,35,NA,"LOSS, COLONY COLLAPSE DISORDER",110,NA
2016,JAN THRU MAR,NA,NEW YORK,36,NA,"LOSS, COLONY COLLAPSE DISORDER",470,NA
2016,JAN THRU MAR,NA,NORTH CAROLINA,37,NA,"LOSS, COLONY COLLAPSE DISORDER",680,NA
2016,JAN THRU MAR,NA,NORTH DAKOTA,38,NA,"LOSS, COLONY COLLAPSE DISORDER",22000,NA
2016,JAN THRU MAR,NA,OHIO,39,NA,"LOSS, COLONY COLLAPSE DISORDER",360,NA
2016,JAN THRU MAR,NA,OKLAHOMA,40,NA,"LOSS, COLONY COLLAPSE DISORDER",210,NA
2016,JAN THRU MAR,NA,OREGON,41,NA,"LOSS, COLONY COLLAPSE DISORDER",960,NA
2016,JAN THRU MAR,NA,PENNSYLVANIA,42,NA,"LOSS, COLONY COLLAPSE DISORDER",320,NA
2016,JAN THRU MAR,NA,SOUTH CAROLINA,45,NA,"LOSS, COLONY COLLAPSE DISORDER",1300,NA
2016,JAN THRU MAR,NA,SOUTH DAKOTA,46,NA,"LOSS, COLONY COLLAPSE DISORDER",23000,NA
2016,JAN THRU MAR,NA,TENNESSEE,47,NA,"LOSS, COLONY COLLAPSE DISORDER",270,NA
2016,JAN THRU MAR,NA,TEXAS,48,NA,"LOSS, COLONY COLLAPSE DISORDER",1100,NA
2016,JAN THRU MAR,NA,UTAH,49,NA,"LOSS, COLONY COLLAPSE DISORDER",750,NA
2016,JAN THRU MAR,NA,VERMONT,50,NA,"LOSS, COLONY COLLAPSE DISORDER",30,NA
2016,JAN THRU MAR,NA,VIRGINIA,51,NA,"LOSS, COLONY COLLAPSE DISORDER",190,NA
2016,JAN THRU MAR,NA,WASHINGTON,53,NA,"LOSS, COLONY COLLAPSE DISORDER",5000,NA
2016,JAN THRU MAR,NA,WEST VIRGINIA,54,NA,"LOSS, COLONY COLLAPSE DISORDER",260,NA
2016,JAN THRU MAR,NA,WISCONSIN,55,NA,"LOSS, COLONY COLLAPSE DISORDER",920,NA
2016,JAN THRU MAR,NA,WYOMING,56,NA,"LOSS, COLONY COLLAPSE DISORDER",760,NA
2016,APR THRU JUN,NA,ALABAMA,1,NA,"LOSS, COLONY COLLAPSE DISORDER",130,NA
2016,APR THRU JUN,NA,ARIZONA,4,NA,"LOSS, COLONY COLLAPSE DISORDER",860,NA
2016,APR THRU JUN,NA,ARKANSAS,5,NA,"LOSS, COLONY COLLAPSE DISORDER",430,NA
2016,APR THRU JUN,NA,CALIFORNIA,6,NA,"LOSS, COLONY COLLAPSE DISORDER",12500,NA
2016,APR THRU JUN,NA,COLORADO,8,NA,"LOSS, COLONY COLLAPSE DISORDER",280,NA
2016,APR THRU JUN,NA,CONNECTICUT,9,NA,"LOSS, COLONY COLLAPSE DISORDER",0,NA
2016,APR THRU JUN,NA,FLORIDA,12,NA,"LOSS, COLONY COLLAPSE DISORDER",4100,NA
2016,APR THRU JUN,NA,GEORGIA,13,NA,"LOSS, COLONY COLLAPSE DISORDER",1600,NA
2016,APR THRU JUN,NA,HAWAII,15,NA,"LOSS, COLONY COLLAPSE DISORDER",100,NA
2016,APR THRU JUN,NA,IDAHO,16,NA,"LOSS, COLONY COLLAPSE DISORDER",1600,NA
2016,APR THRU JUN,NA,ILLINOIS,17,NA,"LOSS, COLONY COLLAPSE DISORDER",150,NA
2016,APR THRU JUN,NA,INDIANA,18,NA,"LOSS, COLONY COLLAPSE DISORDER",50,NA
2016,APR THRU JUN,NA,IOWA,19,NA,"LOSS, COLONY COLLAPSE DISORDER",560,NA
2016,APR THRU JUN,NA,KANSAS,20,NA,"LOSS, COLONY COLLAPSE DISORDER",100,NA
2016,APR THRU JUN,NA,KENTUCKY,21,NA,"LOSS, COLONY COLLAPSE DISORDER",90,NA
2016,APR THRU JUN,NA,LOUISIANA,22,NA,"LOSS, COLONY COLLAPSE DISORDER",110,NA
2016,APR THRU JUN,NA,MAINE,23,NA,"LOSS, COLONY COLLAPSE DISORDER",0,NA
2016,APR THRU JUN,NA,MARYLAND,24,NA,"LOSS, COLONY COLLAPSE DISORDER",10,NA
2016,APR THRU JUN,NA,MASSACHUSETTS,25,NA,"LOSS, COLONY COLLAPSE DISORDER",10,NA
2016,APR THRU JUN,NA,MICHIGAN,26,NA,"LOSS, COLONY COLLAPSE DISORDER",1000,NA
2016,APR THRU JUN,NA,MINNESOTA,27,NA,"LOSS, COLONY COLLAPSE DISORDER",2900,NA
2016,APR THRU JUN,NA,MISSISSIPPI,28,NA,"LOSS, COLONY COLLAPSE DISORDER",240,NA
2016,APR THRU JUN,NA,MISSOURI,29,NA,"LOSS, COLONY COLLAPSE DISORDER",20,NA
2016,APR THRU JUN,NA,MONTANA,30,NA,"LOSS, COLONY COLLAPSE DISORDER",580,NA
2016,APR THRU JUN,NA,NEBRASKA,31,NA,"LOSS, COLONY COLLAPSE DISORDER",700,NA
2016,APR THRU JUN,NA,NEW JERSEY,34,NA,"LOSS, COLONY COLLAPSE DISORDER",10,NA
2016,APR THRU JUN,NA,NEW MEXICO,35,NA,"LOSS, COLONY COLLAPSE DISORDER",0,NA
2016,APR THRU JUN,NA,NEW YORK,36,NA,"LOSS, COLONY COLLAPSE DISORDER",970,NA
2016,APR THRU JUN,NA,NORTH CAROLINA,37,NA,"LOSS, COLONY COLLAPSE DISORDER",590,NA
2016,APR THRU JUN,NA,NORTH DAKOTA,38,NA,"LOSS, COLONY COLLAPSE DISORDER",10000,NA
2016,APR THRU JUN,NA,OHIO,39,NA,"LOSS, COLONY COLLAPSE DISORDER",340,NA
2016,APR THRU JUN,NA,OKLAHOMA,40,NA,"LOSS, COLONY COLLAPSE DISORDER",60,NA
2016,APR THRU JUN,NA,OREGON,41,NA,"LOSS, COLONY COLLAPSE DISORDER",100,NA
2016,APR THRU JUN,NA,PENNSYLVANIA,42,NA,"LOSS, COLONY COLLAPSE DISORDER",70,NA
2016,APR THRU JUN,NA,SOUTH CAROLINA,45,NA,"LOSS, COLONY COLLAPSE DISORDER",50,NA
2016,APR THRU JUN,NA,SOUTH DAKOTA,46,NA,"LOSS, COLONY COLLAPSE DISORDER",1500,NA
2016,APR THRU JUN,NA,TENNESSEE,47,NA,"LOSS, COLONY COLLAPSE DISORDER",170,NA
2016,APR THRU JUN,NA,TEXAS,48,NA,"LOSS, COLONY COLLAPSE DISORDER",620,NA
2016,APR THRU JUN,NA,UTAH,49,NA,"LOSS, COLONY COLLAPSE DISORDER",1900,NA
2016,APR THRU JUN,NA,VERMONT,50,NA,"LOSS, COLONY COLLAPSE DISORDER",0,NA
2016,APR THRU JUN,NA,VIRGINIA,51,NA,"LOSS, COLONY COLLAPSE DISORDER",20,NA
2016,APR THRU JUN,NA,WASHINGTON,53,NA,"LOSS, COLONY COLLAPSE DISORDER",30,NA
2016,APR THRU JUN,NA,WEST VIRGINIA,54,NA,"LOSS, COLONY COLLAPSE DISORDER",130,NA
2016,APR THRU JUN,NA,WISCONSIN,55,NA,"LOSS, COLONY COLLAPSE DISORDER",2100,NA
2016,APR THRU JUN,NA,WYOMING,56,NA,"LOSS, COLONY COLLAPSE DISORDER",200,NA
2016,JUL THRU SEP,NA,ALABAMA,1,NA,"LOSS, COLONY COLLAPSE DISORDER",400,NA
2016,JUL THRU SEP,NA,ARIZONA,4,NA,"LOSS, COLONY COLLAPSE DISORDER",3400,NA
2016,JUL THRU SEP,NA,ARKANSAS,5,NA,"LOSS, COLONY COLLAPSE DISORDER",60,NA
2016,JUL THRU SEP,NA,CALIFORNIA,6,NA,"LOSS, COLONY COLLAPSE DISORDER",35000,NA
2016,JUL THRU SEP,NA,COLORADO,8,NA,"LOSS, COLONY COLLAPSE DISORDER",1700,NA
2016,JUL THRU SEP,NA,CONNECTICUT,9,NA,"LOSS, COLONY COLLAPSE DISORDER",20,NA
2016,JUL THRU SEP,NA,FLORIDA,12,NA,"LOSS, COLONY COLLAPSE DISORDER",5500,NA
2016,JUL THRU SEP,NA,GEORGIA,13,NA,"LOSS, COLONY COLLAPSE DISORDER",4400,NA
